 Flow ID, Source IP, Destination IP, Timestamp, Attack Category, Flow Duration, Total Fwd Packets, Total Backward Packets, Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Mean, Bwd Packet Length Mean, Flow Bytes/s, Flow Packets/s, Flow IAT Mean, SYN Flag Count, ACK Flag Count, Down/Up Ratio, Average Packet Size, Idle Mean, Active Mean, Label
synthetic-flow-000010,10.42.10.11,172.18.2.20,2017-07-03 09:10:00,attack,95671.50334787434,8,16,606.200474864,2348.36064256,75.775059358,146.77254016,0.0308823527804,0.00025085839733,3986.31263949,6,6,2,123.106713226,45352.8769042,10424.0748679, PortScan
synthetic-flow-000011,10.42.11.12,172.18.3.21,2017-07-04 10:11:00,attack,2919.3738373772367,34,8,11343.1858282,1908.67378672,333.623112594,238.58422334,4.53928148744,0.0143866467056,69.5089008899,5,5,0.235294117647,315.520467022,1561.51290751,1057.76117123,DDoS
synthetic-flow-000012,10.42.12.13,172.18.4.22,2017-07-05 11:12:00,attack,8790.117785197457,39,40,3228.27295449,3482.10716072,82.7762296023,87.052679018,0.763400477581,0.00898736534942,111.267313737,3,5,1.02564102564,84.9415204457,3130.32639041,1659.94347535,DoS Hulk
synthetic-flow-000013,10.42.13.14,172.18.5.23,2017-07-06 12:13:00,none,263127.56356893555,14,5,1570.59675193,383.179078484,112.18548228,76.6358156967,0.00742520397297,7.22083226185e-05,13848.8191352,0,6,0.357142857143,102.830306864,205327.619993,75908.5221706,BENIGN
synthetic-flow-000014,10.42.14.15,172.18.6.24,2017-07-07 13:14:00,none,9478.45305129386,4,7,406.954082856,216.088826217,101.738520714,30.8698323167,0.0657325521054,0.00116052692781,861.677550118,0,3,1.75,56.6402644612,4216.74716275,2189.13050983,BENIGN
synthetic-flow-000015,10.42.15.16,172.18.7.25,2017-07-03 14:15:00,none,76461.70280913993,8,2,1301.0031389,253.934844668,162.625392362,126.967422334,0.0203361673418,0.000130784427139,7646.17028091,0,7,0.25,155.493798357,55616.4855436,15791.2055915, BENIGN
synthetic-flow-000016,10.42.0.17,172.18.0.26,2017-07-04 15:16:00,attack,54974.1878454169,24,13,3089.6694904,1192.34854631,128.736228767,91.7191189466,0.0778914287692,0.000673043139883,1485.78886069,2,6,0.541666666667,115.730217208,38257.1263435,13131.3828791,Web Attack
synthetic-flow-000017,10.42.1.18,172.18.1.27,2017-07-05 16:17:00,attack,3075.070516514044,12,2,1597.92489799,229.054851974,133.160408166,114.527425987,0.594126131467,0.00455274112409,219.647894037,1,7,0.166666666667,130.498553569,1654.74855031,1049.39923677,DoS Hulk
synthetic-flow-000018,10.42.2.19,172.18.2.28,2017-07-06 08:18:00,attack,94559.29278075953,19,3,2118.22373272,289.198130431,111.485459617,96.3993768104,0.0254593894725,0.000232658254446,4298.14967185,1,3,0.157894736842,109.428266507,28140.4166805,22400.0010645,Web Attack
synthetic-flow-000019,10.42.3.20,172.18.3.29,2017-07-07 09:19:00,attack,32537.348039390785,6,9,491.416151228,536.944466736,81.9026918713,59.660496304,0.03160554501,0.000461008683985,2169.15653596,0,3,1.5,68.557374531,22658.085656,8057.05112481,DDoS
synthetic-flow-000020,10.42.4.21,172.18.4.30,2017-07-03 10:20:00,none,21719.340947700985,10,11,613.709297068,1746.77494306,61.3709297068,158.797722097,0.108681209334,0.000966880166878,1034.25433084,2,3,1.1,112.404011435,9248.35674249,4268.5280334, BENIGN
synthetic-flow-000021,10.42.5.22,172.18.5.31,2017-07-04 11:21:00,none,3074.4171192775193,4,0,333.956762957,0,83.4891907392,0,0.108624415621,0.00130105963011,768.604279819,0,3,0,83.4891907392,1213.13565689,345.094173489,BENIGN
synthetic-flow-000022,10.42.6.23,172.18.6.32,2017-07-05 12:22:00,none,20190.01307635532,5,2,334.364720558,170.214451884,66.8729441115,85.1072259421,0.0249915228154,0.000346706065693,2884.28758234,3,3,0.4,72.0827389202,13779.7303436,4811.31382099,BENIGN
synthetic-flow-000023,10.42.7.24,172.18.7.33,2017-07-06 13:23:00,attack,13864.000581613516,24,6,5805.27299602,1229.78351119,241.886374834,204.963918532,0.507433367865,0.002163877578,462.13335272,4,5,0.25,234.501883574,9648.8155685,1152.54853033,Web Attack
synthetic-flow-000024,10.42.8.25,172.18.0.34,2017-07-07 14:24:00,none,35237.738971350336,4,17,535.028303765,734.760499273,133.757075941,43.2212058396,0.036034911436,0.000595951971183,1677.98757006,2,6,4.25,60.466133478,15446.0849772,5857.58353545,BENIGN
synthetic-flow-000025,10.42.9.26,172.18.1.35,2017-07-03 15:25:00,attack,73091.83624054844,26,2,5257.6632655,180.473360444,202.217817904,90.236680222,0.0744014229996,0.000383079717793,2610.42272288,1,6,0.0769230769231,194.219165212,58867.5822764,24052.1955097, PortScan
synthetic-flow-000026,10.42.10.27,172.18.2.36,2017-07-04 16:26:00,none,42691.06098913263,13,4,608.148000316,329.102610807,46.780615409,82.2756527016,0.0219542590277,0.000398209826744,2511.23888171,2,6,0.307692307692,55.1323888896,28962.2117934,5866.5954382,BENIGN
synthetic-flow-000027,10.42.11.28,172.18.3.37,2017-07-05 08:27:00,attack,13042.626661879509,12,1,1663.03952443,121.364660018,138.586627036,121.364660018,0.136813253244,0.00099673174254,1003.27897399,0,3,0.0833333333333,137.261860343,4920.45408459,4989.05155549,DDoS
synthetic-flow-000028,10.42.12.29,172.18.4.38,2017-07-06 09:28:00,attack,5868.454540216425,50,41,6993.40772277,9796.36790875,139.868154455,238.935802652,2.86102167384,0.0155066379702,64.4885114309,7,6,0.82,184.503028918,4274.93053059,2064.49178283,DDoS
synthetic-flow-000029,10.42.13.30,172.18.5.39,2017-07-07 10:29:00,none,55791.24108744709,2,8,104.243952287,972.652421142,52.1219761434,121.581552643,0.019302248031,0.000179239604732,5579.12410874,1,2,4,107.689637343,32111.8830743,14176.5313047,BENIGN
synthetic-flow-000030,10.42.14.31,172.18.6.40,2017-07-03 11:30:00,attack,20986.91562405803,23,5,2061.65693988,854.926575087,89.6372582556,170.985315017,0.138971517645,0.0013341646053,749.532700859,3,5,0.217391304348,104.163696963,15684.4875893,2281.20212145, Web Attack
synthetic-flow-000031,10.42.15.32,172.18.7.41,2017-07-04 12:31:00,attack,3022.6132207128635,15,4,1597.2676935,968.816614809,106.4845129,242.204153702,0.848962179719,0.00628595146405,159.084906353,1,3,0.266666666667,135.057068858,781.339434939,485.989321675,PortScan
synthetic-flow-000032,10.42.0.33,172.18.0.42,2017-07-05 13:32:00,none,45604.25253311201,5,8,596.150801932,790.513228459,119.230160386,98.8141535573,0.0304064632873,0.000285061135265,3508.01942562,2,3,1.6,106.666463876,34746.7305987,15034.3545056,BENIGN
synthetic-flow-000033,10.42.1.34,172.18.1.43,2017-07-06 14:33:00,none,116872.6841968112,10,1,1890.58270897,33.096718827,189.058270897,33.096718827,0.0164596153585,9.41195119766e-05,10624.7894724,3,5,0.1,174.879947982,49156.2458004,6410.92535687,BENIGN
synthetic-flow-000034,10.42.2.35,172.18.2.44,2017-07-07 15:34:00,attack,37478.35310257309,12,3,1626.18381102,1103.1885036,135.515317585,367.729501199,0.0728253001713,0.000400231033604,2498.5568735,1,4,0.25,181.958154308,24271.8441434,13062.2885695,PortScan
synthetic-flow-000035,10.42.3.36,172.18.3.45,2017-07-03 16:35:00,none,253516.9508491486,8,4,603.227278381,487.229942338,75.4034097976,121.807485584,0.00430131877599,4.73341130043e-05,21126.4125708,0,3,0.5,90.8714350599,159085.875743,79364.9286562, BENIGN
synthetic-flow-000036,10.42.4.37,172.18.4.46,2017-07-04 08:36:00,none,131119.68041888459,5,6,371.44691844,433.644652423,74.2893836881,72.2741087372,0.00614012761693,8.38928219231e-05,11919.9709472,1,5,1.2,73.1901428058,53113.9133541,50035.9394603,BENIGN
synthetic-flow-000037,10.42.5.38,172.18.5.47,2017-07-05 09:37:00,none,56993.10414094432,9,9,2003.75436673,2547.9765182,222.639374081,283.108502022,0.0798645898225,0.000315827682512,3166.28356339,1,5,1,252.873938052,43394.944351,21156.7277014,BENIGN
synthetic-flow-000038,10.42.6.39,172.18.6.48,2017-07-06 10:38:00,none,18930.867641895446,7,17,1126.56560738,663.447904908,160.937943911,39.0263473475,0.0945552811495,0.00126777073582,788.786151746,1,5,2.42857142857,74.5838963451,7821.73291625,5435.43383948,BENIGN
synthetic-flow-000039,10.42.7.40,172.18.7.49,2017-07-07 11:39:00,none,111507.38210794421,6,5,482.656262167,301.173932132,80.4427103612,60.2347864263,0.00702940181611,9.8648177296e-05,10137.0347371,0,4,0.833333333333,71.2572903908,51337.4782462,15019.2106508,BENIGN
synthetic-flow-000040,10.42.8.41,172.18.0.50,2017-07-03 12:40:00,attack,59093.752714357426,11,18,1232.01200727,1413.74871402,112.00109157,78.5415952236,0.0447722576375,0.000490745614688,2037.71561084,3,1,1.63636363636,91.2331283204,40952.8873418,10783.884613, DoS Hulk
synthetic-flow-000041,10.42.9.42,172.18.1.51,2017-07-04 13:41:00,none,81178.14038224405,9,5,965.308945931,353.181520555,107.256549548,70.636304111,0.016241939767,0.000172460220622,5798.43859873,1,4,0.555555555556,94.1778904633,45946.1878763,23030.8204521,BENIGN
synthetic-flow-000042,10.42.10.43,172.18.2.52,2017-07-05 14:42:00,none,46619.61865721794,5,5,871.954813509,273.29992766,174.390962702,54.6599855319,0.0245659397085,0.000214501969086,4661.96186572,0,2,1,114.525474117,31099.5550204,9360.01498163,BENIGN
synthetic-flow-000043,10.42.11.44,172.18.3.53,2017-07-06 15:43:00,none,102969.56535160552,11,1,2182.06332795,113.239194535,198.36939345,113.239194535,0.0222910771221,0.000116539289634,8580.79711263,0,2,0.0909090909091,191.275210207,75281.7019248,36772.8384451,BENIGN
synthetic-flow-000044,10.42.12.45,172.18.4.54,2017-07-07 16:44:00,none,47234.89368624651,11,5,1421.71151602,329.413280426,129.246501456,65.8826560853,0.0370726947767,0.000338732634952,2952.18085539,1,7,0.454545454545,109.445299778,34691.1322056,15248.9003761,BENIGN
synthetic-flow-000045,10.42.13.46,172.18.5.55,2017-07-03 08:45:00,attack,6613.044509234315,33,13,4209.10081211,600.8264506,127.548509458,46.2174192769,0.727339314894,0.00695594894844,143.761837157,5,3,0.393939393939,104.563636146,4816.63728505,1121.10271777, PortScan
synthetic-flow-000046,10.42.14.47,172.18.6.56,2017-07-04 09:46:00,none,30794.02069376684,23,4,1975.69757948,322.34559029,85.8998947599,80.5863975724,0.0746262786734,0.000876793591474,1140.51928495,1,2,0.173913043478,85.1127099914,16692.8054325,10976.1728983,BENIGN
synthetic-flow-000047,10.42.15.48,172.18.7.57,2017-07-05 10:47:00,none,49739.03213641459,5,4,549.76188989,241.942195062,109.952377978,60.4855487655,0.0159171590388,0.000180944413541,5526.55912627,1,5,0.8,87.9671205503,15921.9092013,15853.5465902,BENIGN
synthetic-flow-000048,10.42.0.49,172.18.0.58,2017-07-06 11:48:00,attack,91798.15864101512,14,4,3599.00217221,405.416109803,257.07158373,101.354027451,0.0436219891695,0.000196082364466,5099.89770228,0,4,0.285714285714,222.467682334,48380.4632466,15233.1642916,PortScan
synthetic-flow-000049,10.42.1.50,172.18.1.59,2017-07-07 12:49:00,attack,11050.743686220332,6,14,1062.93879841,1167.66810626,177.156466402,83.4048647331,0.201851293271,0.0018098329459,552.537184311,2,3,2.33333333333,111.530345234,9056.21059748,1057.2503669,PortScan
synthetic-flow-000050,10.42.2.51,172.18.2.60,2017-07-03 13:50:00,attack,25953.907910962636,8,25,792.172706042,1165.02993851,99.0215882553,46.6011975403,0.0754107108365,0.00127148482276,786.482057908,1,4,3.125,59.309171047,9691.32855572,6199.28672814, PortScan
synthetic-flow-000051,10.42.3.52,172.18.3.61,2017-07-04 14:51:00,attack,6148.495384455459,8,8,692.130483917,936.022391126,86.5163104897,117.002798891,0.264805090227,0.00260226266746,384.280961528,2,6,1,101.75955469,2759.83571081,2140.07783425,DDoS
synthetic-flow-000052,10.42.4.53,172.18.4.62,2017-07-05 15:52:00,none,15322.359786092567,17,3,2009.05330044,238.118225058,118.179605908,79.372741686,0.146659624031,0.00130528197218,766.117989305,1,1,0.176470588235,112.358576275,5621.87186561,2438.92608406,BENIGN
synthetic-flow-000053,10.42.5.54,172.18.5.63,2017-07-06 16:53:00,none,9868.905947191253,6,2,404.503877712,378.186332437,67.417312952,189.093166219,0.0793087110504,0.000810626835721,1233.6132434,0,2,0.333333333333,97.8362762686,3611.08959187,899.220318376,BENIGN
synthetic-flow-000054,10.42.6.55,172.18.6.64,2017-07-07 08:54:00,none,6304.57300981286,9,6,944.59821819,499.285559344,104.955357577,83.2142598906,0.229021660196,0.00237922536176,420.304867321,0,3,0.666666666667,96.2589185022,2315.28704343,2266.37106008,BENIGN
synthetic-flow-000055,10.42.7.56,172.18.7.65,2017-07-03 09:55:00,none,103599.71903493247,6,15,929.638363731,1480.9249959,154.939727289,98.7283330602,0.0232680492002,0.000202703252438,4933.31995404,0,3,2.5,114.788731411,75831.7349162,25223.6812243, BENIGN
synthetic-flow-000056,10.42.8.57,172.18.0.66,2017-07-04 10:56:00,attack,3100.4703075217376,20,4,2317.79491954,512.495097192,115.889745977,128.123774298,0.91285828794,0.00774076111672,129.186262813,5,4,0.2,117.928750697,1452.73021777,806.465142645,Web Attack
synthetic-flow-000057,10.42.9.58,172.18.1.67,2017-07-05 11:57:00,none,38866.56527679777,6,1,579.795285872,47.5039819547,96.6325476454,47.5039819547,0.0161398174333,0.00018010338578,5552.36646811,0,1,0.166666666667,89.6141811181,31735.8315888,3201.99915098,BENIGN
synthetic-flow-000058,10.42.10.59,172.18.2.68,2017-07-06 12:58:00,none,106492.0638805733,12,7,1017.34339308,587.70903105,84.7786160896,83.9584330071,0.0150720379119,0.000178417051071,5604.8454674,1,4,0.583333333333,84.476443375,85677.1328437,12587.1989776,BENIGN
synthetic-flow-000059,10.42.11.60,172.18.3.69,2017-07-07 13:59:00,none,46110.54663327855,17,1,791.180124328,111.547779433,46.5400073134,111.547779433,0.0195774713091,0.000390366224525,2561.69703518,1,3,0.0588235294118,50.1515502089,21265.0141062,13128.6517887,BENIGN
synthetic-flow-000060,10.42.12.61,172.18.4.70,2017-07-03 14:00:00,attack,19457.723978646743,17,6,2798.24256154,698.470427962,164.60250362,116.411737994,0.179708222469,0.00118204986489,845.987999072,2,3,0.352941176471,152.030999543,10538.4918309,2560.48544053, PortScan
synthetic-flow-000061,10.42.13.62,172.18.5.71,2017-07-04 15:01:00,none,128816.25321507832,7,13,667.275480172,688.035623971,95.325068596,52.9258172286,0.0105212740653,0.000155259910926,6440.81266075,3,6,1.85714285714,67.7655552072,93346.0920916,34303.4523173,BENIGN
synthetic-flow-000062,10.42.14.63,172.18.6.72,2017-07-05 16:02:00,attack,13728.504588733516,24,20,1904.49295524,1415.59088207,79.353873135,70.7795441033,0.241838709806,0.00320501040121,312.011467926,3,5,0.833333333333,75.4564508479,7653.27443092,4278.75611843,PortScan
synthetic-flow-000063,10.42.15.64,172.18.7.73,2017-07-06 08:03:00,none,20301.083566244222,11,6,1063.12233132,529.934923437,96.6474846656,88.3224872395,0.0784715382093,0.000837393725538,1194.18138625,0,3,0.545454545455,93.7092502799,12836.8725556,1377.0761781,BENIGN
synthetic-flow-000064,10.42.0.65,172.18.0.74,2017-07-07 09:04:00,none,4511.67652564741,7,4,950.139823406,290.31408269,135.734260487,72.5785206725,0.274943006008,0.002438118056,410.152411422,1,3,0.571428571429,112.768536918,3224.75027731,1070.9634447,BENIGN
synthetic-flow-000065,10.42.1.66,172.18.1.75,2017-07-03 10:05:00,none,31277.87453291066,9,35,1377.5382469,3702.88251938,153.059805211,105.796643411,0.162428580655,0.0014067452043,710.860784839,0,8,3.88888888889,115.464108324,8461.6778897,2579.6667919, BENIGN
synthetic-flow-000066,10.42.2.67,172.18.2.76,2017-07-04 11:06:00,attack,9181.67424259752,10,9,808.451350732,829.153424112,80.8451350732,92.1281582347,0.178355791283,0.00206933937079,483.246012768,4,5,0.9,86.1897249918,5337.97125406,1998.02163292,Web Attack
synthetic-flow-000067,10.42.3.68,172.18.3.77,2017-07-05 12:07:00,attack,74493.79470284916,7,3,1007.60487705,161.221015554,143.943553864,53.740338518,0.0156902450367,0.000134239369063,7449.37947028,1,6,0.428571428571,116.88258926,30287.8408637,12533.8318255,DoS Hulk
synthetic-flow-000068,10.42.4.69,172.18.4.78,2017-07-06 13:08:00,attack,53053.063739700825,16,24,3743.64340332,2094.35705052,233.977712707,87.2648771052,0.110040778841,0.000753962112278,1326.32659349,1,5,1.5,145.950011346,36481.1282262,10375.0137526,PortScan
synthetic-flow-000069,10.42.5.70,172.18.5.79,2017-07-07 14:09:00,none,101851.06776156944,9,12,828.412370523,599.002434993,92.045818947,49.9168695827,0.0140147259807,0.000206183405452,4850.05084579,0,4,1.33333333333,67.972133596,64050.5071338,19950.9587669,BENIGN
synthetic-flow-000070,10.42.6.71,172.18.6.80,2017-07-03 15:10:00,attack,4585.846869231795,22,3,5172.08115849,230.695165873,235.094598113,76.8983886243,1.17814145967,0.00545155577866,183.433874769,5,6,0.136363636364,216.111052974,1945.2197962,236.264477672, Web Attack
synthetic-flow-000071,10.42.7.72,172.18.7.81,2017-07-04 16:11:00,none,11250.862933140574,6,5,748.699056122,730.349741907,124.78317602,146.069948381,0.131460920537,0.000977702782922,1022.80572119,0,2,0.833333333333,134.458981639,6832.93569923,3894.70700636,BENIGN
synthetic-flow-000072,10.42.8.73,172.18.0.82,2017-07-05 08:12:00,none,17310.26629601903,8,7,718.83661192,463.657515203,89.8545764899,66.2367878861,0.0683117236269,0.00086653779575,1154.01775307,1,7,0.875,78.8329418081,13779.096847,2331.86339407,BENIGN
synthetic-flow-000073,10.42.9.74,172.18.1.83,2017-07-06 09:13:00,none,52273.78630769878,10,3,948.977238914,183.031383129,94.8977238914,61.0104610429,0.0216553783837,0.000248690613752,4021.06048521,0,2,0.3,87.077586311,37669.1921046,3546.09125332,BENIGN
synthetic-flow-000074,10.42.10.75,172.18.2.84,2017-07-07 10:14:00,none,15451.241168046941,5,22,251.964395453,1204.68242827,50.3928790906,54.7582921942,0.0942737743773,0.00174743243642,572.268191409,2,1,4.4,53.9498823602,4519.80327965,3712.21902063,BENIGN
synthetic-flow-000075,10.42.11.76,172.18.3.85,2017-07-03 11:15:00,none,82829.64084174592,16,3,2406.5118939,267.862477322,150.406993369,89.2874924405,0.0322876490112,0.00022938648299,4359.45478114,1,1,0.1875,140.756545854,50946.0211055,31422.2771543, BENIGN
synthetic-flow-000076,10.42.12.77,172.18.4.86,2017-07-04 12:16:00,attack,17379.558715321637,25,4,3665.98886244,930.353659509,146.639554497,232.588414877,0.264468309998,0.00166862694704,599.295128115,2,5,0.16,158.494569722,10736.0155797,6938.05263949,PortScan
synthetic-flow-000077,10.42.13.78,172.18.5.87,2017-07-05 13:17:00,none,18971.2251668426,8,3,503.507741563,198.02777116,62.9384676953,66.0092570532,0.0369789250063,0.000579825493781,1724.65683335,3,6,0.375,63.775955702,12456.9758212,1059.22718519,BENIGN
synthetic-flow-000078,10.42.14.79,172.18.6.88,2017-07-06 14:18:00,attack,42239.961513947244,7,12,919.928451412,1945.78574528,131.418350202,162.148812107,0.0678436744254,0.000449811015896,2223.15586916,0,4,1.71428571429,150.827062984,19868.6268009,15487.3192609,Web Attack
synthetic-flow-000079,10.42.15.80,172.18.7.89,2017-07-07 15:19:00,none,5909.62154979602,7,3,627.451284034,173.090680159,89.6358977191,57.6968933863,0.13546416762,0.00169215573548,590.96215498,1,3,0.428571428571,80.0541964193,3877.82504066,2250.77140715,BENIGN
synthetic-flow-000080,10.42.0.81,172.18.0.90,2017-07-03 16:20:00,none,38036.228711085656,19,3,931.441728417,561.114256827,49.0232488641,187.038085609,0.039240377814,0.00057839593318,1728.91948687,1,4,0.157894736842,67.8434538747,17951.5040192,11124.3238533, BENIGN
synthetic-flow-000081,10.42.1.82,172.18.1.91,2017-07-04 08:21:00,attack,3361.6755823022468,36,9,8117.16164847,2412.90361662,225.476712458,268.100401847,3.13238592104,0.0133861816521,74.7039018289,7,3,0.25,234.001450335,1221.8380791,966.853222845,PortScan
synthetic-flow-000082,10.42.2.83,172.18.2.92,2017-07-05 09:22:00,none,23346.09507157497,18,5,3262.50185458,595.168580323,181.250103032,119.033716065,0.165238358838,0.000985175462084,1015.04761181,0,2,0.277777777778,167.724801517,18684.5841286,4120.82057824,BENIGN
synthetic-flow-000083,10.42.3.84,172.18.3.93,2017-07-06 10:23:00,attack,6200.5029482412165,21,12,2374.94005761,1978.13742971,113.092383696,164.844785809,0.702052321184,0.0053221489088,187.894028735,1,3,0.571428571429,131.91143901,3548.41828146,804.961511796,DoS Hulk
synthetic-flow-000084,10.42.4.85,172.18.4.94,2017-07-07 11:24:00,attack,25329.989006743486,8,1,1187.71811813,313.307128406,148.464764766,313.307128406,0.0592588195017,0.000355310063404,2814.44322297,1,8,0.125,166.780582948,6702.31190037,8832.21132549,DoS Hulk
synthetic-flow-000085,10.42.5.86,172.18.5.95,2017-07-03 12:25:00,none,9470.375808453655,11,10,2014.67431059,1664.97852795,183.152210054,166.497852795,0.388543486866,0.00221744104191,450.970276593,0,6,0.909090909091,175.22156374,6285.89997943,2347.71743681, BENIGN
synthetic-flow-000086,10.42.6.87,172.18.6.96,2017-07-04 13:26:00,none,8966.343399774702,6,12,718.691944242,1206.12368071,119.781990707,100.510306726,0.214671191938,0.00200750731903,498.130188876,1,3,2,106.934201386,5635.02286182,2749.81785726,BENIGN
synthetic-flow-000087,10.42.7.88,172.18.7.97,2017-07-05 14:27:00,none,126787.85906374727,9,2,771.826067124,136.692219822,85.7584519027,68.3461099111,0.00716565681963,8.67590957149e-05,11526.1690058,1,2,0.222222222222,82.5925715406,102552.381535,36291.7628182,BENIGN
synthetic-flow-000088,10.42.8.89,172.18.0.98,2017-07-06 15:28:00,attack,227667.7248523917,10,10,1018.24429862,434.48746849,101.824429862,43.448746849,0.00638092978729,8.78473222894e-05,11383.3862426,3,6,1,72.6365883557,139105.058237,40670.7965187,DoS Hulk
synthetic-flow-000089,10.42.9.90,172.18.1.99,2017-07-07 16:29:00,attack,2104.1461675136484,17,4,1499.49633744,382.350830312,88.205666908,95.587707578,0.894351921364,0.00998029524955,100.197436548,0,2,0.235294117647,89.6117698927,1051.35552187,135.595915155,DDoS
synthetic-flow-000090,10.42.10.91,172.18.2.100,2017-07-03 08:30:00,attack,1826.3393847344503,18,9,2886.14910896,1497.0534044,160.341617164,166.339267155,2.399993424,0.0147836706724,67.6421994346,6,2,0.5,162.340833828,814.409034634,667.987334439, Web Attack
synthetic-flow-000091,10.42.11.92,172.18.3.101,2017-07-04 09:31:00,none,150129.6867575224,5,13,663.743782734,417.173307276,132.748756547,32.0902544059,0.00719988906495,0.000119896340216,8340.5381532,0,7,2.6,60.050949445,93812.3409948,31670.5714331,BENIGN
synthetic-flow-000092,10.42.12.93,172.18.4.102,2017-07-05 10:32:00,attack,55108.88408237322,20,19,5847.90910513,1462.65494372,292.395455257,76.9818391431,0.132656724421,0.000707689887926,1413.0483098,3,2,0.95,187.450360227,23010.8415279,17474.7644855,PortScan
synthetic-flow-000093,10.42.13.94,172.18.5.103,2017-07-06 11:33:00,none,23212.44062723469,11,15,1190.73221772,736.390759006,108.248383429,49.0927172671,0.0830211268033,0.00112008902543,892.786177971,1,1,1.36363636364,74.1201144895,11490.089005,7593.24923699,BENIGN
synthetic-flow-000094,10.42.14.95,172.18.6.104,2017-07-07 12:34:00,none,35033.02318653045,6,3,590.967051453,244.716975572,98.4945085755,81.5723251907,0.0238541796001,0.000256900466514,3892.55813184,1,2,0.5,92.8537807806,22301.7089035,11633.3167713,BENIGN
synthetic-flow-000095,10.42.15.96,172.18.7.105,2017-07-03 13:35:00,attack,40923.02577500388,6,3,244.079669415,399.890540727,40.6799449025,133.296846909,0.0157361338255,0.000219925086905,4547.00286389,2,4,0.5,71.5522455713,32571.2418373,4244.53945969, PortScan
synthetic-flow-000096,10.42.0.97,172.18.0.106,2017-07-04 14:36:00,none,25408.702695848515,17,2,2389.46804854,449.689031985,140.556944032,224.844515992,0.11173955296,0.000747775288941,1337.30014189,3,5,0.117647058824,149.429320027,16626.8487359,5868.98591987,BENIGN
synthetic-flow-000097,10.42.1.98,172.18.1.107,2017-07-05 15:37:00,attack,13798.205374470901,9,1,1329.3104403,217.148169882,147.701160033,217.148169882,0.112076793193,0.000724731929161,1379.82053745,3,5,0.111111111111,154.645861018,10418.2065444,2686.31266435,DDoS
